0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,labels
-205.0885772705078,138.67872619628906,-18.43967056274414,27.475791931152344,-10.126503944396973,2.6080868244171143,-14.520509719848633,-7.967076778411865,-11.2892427444458,-5.705174446105957,-9.277644157409668,-4.599908828735352,-8.202689170837402,-9.363167762756348,-6.193170070648193,-4.1657257080078125,-6.603656768798828,-0.28006595373153687,-5.223809242248535,-1.9297658205032349,neutral
-204.30519800422928,137.6879302695968,-17.69164048068607,26.97463497962187,-9.84454936708262,2.4958198342204816,-14.481665138353907,-7.971215640646299,-11.281276702855818,-5.73491188836001,-9.230797419586274,-4.641256474033201,-8.203177763752342,-9.361363075670415,-6.189905852838713,-4.1622264549837995,-6.585908903248768,-0.30505187259315797,-5.219866467836571,-1.9224729880946123,neutral
-240.0494384765625,136.6273956298828,-18.206424713134766,27.00157356262207,-10.84346866607666,3.16575288772583,-14.75137710571289,-8.25193977355957,-11.27397346496582,-6.15672492980957,-9.105854988098145,-4.804128646850586,-8.124028205871582,-9.586211204528809,-6.201877593994141,-4.765041351318359,-6.832322120666504,0.14241628348827362,-5.147770404815674,-2.169768810272217,neutral
-204.07655334472656,138.34510803222656,-17.914836883544922,27.080371856689453,-9.908679962158203,2.4187843799591064,-14.37501335144043,-8.056910514831543,-11.234156608581543,-5.723189353942871,-9.151529312133789,-4.609076499938965,-8.084318161010742,-9.35322093963623,-6.108166694641113,-4.151368618011475,-6.476386070251465,-0.24478107690811157,-5.149669647216797,-1.9654128551483154,neutral
-236.35574340820312,133.99716186523438,-18.614377975463867,25.16701889038086,-13.719381332397461,1.473201870918274,-17.238990783691406,-7.145034313201904,-11.29509162902832,-4.718451499938965,-8.992997169494629,-4.16387414932251,-9.729763984680176,-8.43125057220459,-4.77534294128418,-3.9460973739624023,-4.9479827880859375,0.05073198303580284,-6.060750961303711,1.8617249727249146,neutral
-237.32789611816406,138.29415893554688,-18.64542007446289,27.29634666442871,-11.50748348236084,2.353553056716919,-16.153640747070312,-8.487263679504395,-12.072321891784668,-5.9023308753967285,-9.226919174194336,-4.186811447143555,-7.985283374786377,-9.292357444763184,-6.13039493560791,-4.160895347595215,-6.77773904800415,0.405220091342926,-5.474940299987793,-1.8597906827926636,neutral
-288.0184020996094,110.66382598876953,-17.157217025756836,19.948244094848633,-2.231656789779663,16.454002380371094,-9.407827377319336,-2.2566912174224854,-6.9961256980896,-0.8440338373184204,-6.168116092681885,-4.52800989151001,-7.12963342666626,-4.9118804931640625,-0.520776093006134,6.153393745422363,-0.6661698818206787,-0.8143584728240967,-3.169309377670288,-2.9574668407440186,surprise
-143.20928851164012,26.180853636061745,2.0155143915195515,3.6065900549508596,0.7359469163571308,1.3850702311395409,-2.301633820199037,-4.127647855824094,-3.7547805827288365,-1.5899078810636214,-2.550107751310328,-3.644739963307201,-3.8358825026427557,-4.187538703268982,-0.95499475342722,1.7773187474651837,0.35354128847930405,-1.7780433529212707,-1.4972267722799832,-1.7431032096873496,surprise
-317.9375,106.44853973388672,-15.89435863494873,19.525867462158203,-1.6962015628814697,16.24340057373047,-9.665210723876953,-2.591188907623291,-7.044948101043701,-0.9795863628387451,-5.679703712463379,-4.1777663230896,-6.976566791534424,-5.575309753417969,-0.837809145450592,6.0296173095703125,-1.0328681468963623,-1.1312094926834106,-3.266937494277954,-2.836191415786743,surprise
-287.3992614746094,110.47763061523438,-17.234622955322266,19.957059860229492,-2.1435587406158447,16.446245193481445,-9.468276023864746,-2.270770788192749,-6.996890544891357,-0.8857288956642151,-6.204044818878174,-4.577451705932617,-7.140815258026123,-4.929393768310547,-0.5073529481887817,6.167605876922607,-0.6104215383529663,-0.7751998901367188,-3.135219097137451,-2.943498373031616,surprise
-316.28619384765625,106.540771484375,-18.377676010131836,20.756053924560547,-1.6722077131271362,16.564090728759766,-11.281527519226074,-2.5349326133728027,-7.767270565032959,-1.1570208072662354,-7.763984680175781,-4.739163398742676,-6.959752082824707,-2.6724846363067627,2.360740900039673,3.4625070095062256,-4.361745834350586,-2.1401352882385254,-4.498632907867432,-3.9706850051879883,surprise
-313.3896789550781,105.04696655273438,-16.103105545043945,18.066802978515625,-3.0297722816467285,16.669437408447266,-9.710150718688965,-2.813105583190918,-6.352793216705322,-0.9938604831695557,-6.4692840576171875,-4.663575172424316,-6.9157843589782715,-5.672918796539307,-1.0186678171157837,5.6784749031066895,-1.7305498123168945,-1.7700366973876953,-3.5779950618743896,-2.971421241760254,surprise
-243.083984375,104.0544662475586,-4.351140022277832,24.859315872192383,-0.5146528482437134,15.461697578430176,-15.26037311553955,-3.3464365005493164,-16.590932846069336,-5.619646072387695,-5.879707336425781,-5.347295761108398,-9.824392318725586,-5.296606540679932,2.0949740409851074,1.8933801651000977,-7.839593410491943,-4.123871326446533,-2.5671772956848145,-4.825096607208252,joy
-192.29516628509668,64.78185929569132,6.882210522491984,15.586936056432807,3.9964360497745117,8.592708184028544,-10.137256478486172,-6.332821622979467,-12.319277158514604,-6.835329872144099,-5.037415607594508,-6.470873142266457,-7.8728179739891555,-5.993225590269096,2.1046827527504828,0.4229592665160719,-7.197269346666826,-4.443427126826785,-1.820917759093078,-4.663544635142176,joy
-274.4934997558594,99.04702758789062,-4.916618347167969,24.237600326538086,-1.4549365043640137,15.05185604095459,-15.69860553741455,-3.1883063316345215,-15.956083297729492,-5.111295700073242,-5.745721340179443,-5.391915321350098,-10.03991413116455,-5.339119911193848,2.4325435161590576,1.9026340246200562,-8.168278694152832,-4.581518173217773,-2.4776947498321533,-4.665771961212158,joy
